"EID","BTEID","IFHOME","BTBL","BTYEAR","BTENDYEAR"
"350350","478900","1","0.069","2015",""
"351158","689079","0","1","2000","2009"
"351158","656443","1","0.5","2009",""
"351158","630198","0","1","2008","2009"
"351435","714869","1","0.95","2014",""
"351435","709964","1","0.99","2006",""
"351435","657542","0","1","2010","2011"
"351435","630462","1","0.175","2008",""
"351465","737442","1","1","2004","2013"
"351465","701235","1","1","2003","2009"
"351465","688188","1","1","2005",""
"351465","676057","1","1","2009",""
"351465","631558","1","1","1998","2012"
"351465","511653","1","1","2006",""
"351465","291939","1","1","1998",""
"351685","712414","0","1","2013",""
"351685","692002","0","0.041","2012",""
"351685","691327","0","0.8","2002",""
"351685","686194","1","1","2013",""
"351685","679827","1","1","2010",""
"351685","678902","0","1","2012",""
"351685","670902","0","1","2013",""
"351685","662455","0","0.833","2005",""
"351685","657168","0","0.4","2007",""
"351685","648749","0","1","2012",""
"351685","641591","0","1","2004",""
"351685","486984","1","1","2011",""
"352395","658412","0","0.8","2006","2007"
"353065","652382","1","1","2014",""
"353667","708285","0","0.1","2013",""
"353971","466833","1","0.18","2014",""
"356271","412329","1","0.216","2006",""
"356981","83669","1","0","2014",""
"357599","709700","1","1","2013","2014"
"358044","627450","0","0.49","2015",""
"358797","703324","0","0.5","2015",""
"358883","663211","1","1","2015",""
"360211","295588","1","1","2015",""
"361142","493115","1","0.5","2009",""
"361142","296449","1","0.5","2009",""
"361142","59472","1","0.5","2009",""
"362646","220189","1","0.476","2007",""
"362835","700851","0","0.8","2013",""
"362835","663465","0","0.81","2013",""
"363357","706535","1","0.333","2015",""
"363669","666648","1","1","2004",""
"364267","412362","1","0.333","2005",""
"366415","731802","1","0.667","2015",""
"366638","173115","1","0.2","2003",""
"367965","704065","1","0.076","2014",""
"369633","732857","1","0.49","2002","2006"
"370869","672833","1","0.6","2014",""
"370879","714209","0","1","2000",""
"370879","697603","1","1","2001",""
"370879","692219","1","0","2000",""
"370879","661556","1","1","1999",""
"370879","648725","1","0.333","2004",""
"370879","640458","0","1","1999",""
"371904","645997","0","0.8","2004",""
"372502","704143","1","1","2014",""
"372706","716095","0","0.5","2013",""
"373455","655175","0","0.4","2004","2008"
"373455","653362","0","0.35","2006","2006"
"373551","729702","0","1","2014",""
"373551","704281","1","0.6","1995",""
"373551","694401","1","0.4","1996",""
"373551","688628","0","0.6","2010",""
"373551","666808","1","1","2011",""
"373551","664038","1","1","2014",""
"373551","647217","0","1","2010",""
"373551","644501","0","0.4","2014",""
"373551","380886","1","0.6","2010",""
"373551","308246","1","0.4","2014",""
"373551","124157","1","0.6","2003",""
"373594","659230","1","0.9","2005","2012"
"374123","691167","1","1","2014",""
"374161","716004","1","0.2","2015",""
"374463","671474","0","0.01","2013",""
"374613","626368","0","0.5","2015",""
"375453","725580","1","0.25","2010",""
"375453","653235","0","0.4","2010",""
"376227","689088","1","1","2004","2010"
"376227","487919","1","0.95","2000",""
"376227","144798","1","0.053","2002",""
"377886","432631","1","0.55","2015",""
"380119","703285","1","0.51","2015",""
"380119","701356","1","0.867","2014",""
"380761","706745","0","0.02","2008","2013"
"380829","148479","1","0.5","2014",""
"381396","219160","1","0.226","2007",""
"382956","720249","0","0.967","2004",""
"382956","623843","1","1","2008","2015"
"383323","658421","0","0.99","2015",""
"383795","731048","1","0.045","2008",""
"383795","707651","1","0.6","2014",""
"383795","697530","0","0.1","2014",""
"383795","669997","1","0.6","2014",""
"383795","642824","0","0.02","2014",""
"385353","262282","1","0.521","2015",""
"385935","636344","0","1","2014",""
"387257","704791","0","1","2009","2011"
"387575","640706","1","0.5","2013",""
"387821","731200","1","0.49","2010",""
"387821","683675","1","0.35","2008","2009"
"388682","732799","1","1","2001",""
"388682","731122","1","0.804","2010",""
"388682","726545","0","0.245","2013",""
"388682","726489","1","0.9","2008",""
"388682","720919","1","0.2","2010",""
"388682","653021","1","0.7","2009",""
"388682","175656","1","0.5","2008",""
"388682","117198","1","0.5","2009",""
"388832","679678","0","0.05","2013",""
"389399","660405","0","0.4","2012",""
"389399","623370","0","0.009","2009",""
"391695","649318","1","0.085","2015",""
"391695","319717","1","0.077","2015",""
"392898","722303","1","0.7","2011",""
"393338","638817","0","0.1","2012",""
"393338","64812","1","1","2010",""
"394993","690430","0","0","2013",""
"395306","690937","0","0.002","2011",""
"395642","170537","1","1","1996",""
"396307","738359","1","0.545","2004","2006"
"397060","705982","1","0.3","2008",""
"397682","107526","1","0.533","2007",""
"399078","148881","1","1","2011",""
"399089","701372","1","0.8","2008","2014"
"399089","663024","0","1","2015",""
"399089","632276","0","0.333","2015",""
"399089","425031","1","0.071","2004",""
"399089","118285","1","0.67","2005",""
"399953","317510","1","0.25","2011",""
"402484","646855","1","0.5","2010",""
"402805","713840","1","0.8","2012",""
"403166","716138","1","0.25","2013",""
"403861","730992","1","0.036","2013",""
"403861","659664","0","0.143","2007",""
"403861","403126","1","0.2","2015",""
"409626","736401","1","0.05","2015",""
"410739","649795","1","1","1989","2012"
"410739","644085","1","1","1998",""
"410739","626728","1","1","1997","2006"
"411273","696402","0","0.2","2015",""
"411273","670288","0","0.033","1995",""
"411289","264257","1","1","2015",""
"411845","289706","1","1","2007",""
"413357","719713","1","0.167","2012",""
"413806","678424","1","0.2","1997","2008"
"413806","631391","0","0.333","1989","2001"
"413806","393392","1","0.2","1998",""
"414724","643871","1","0.05","2014",""
"415361","705040","0","0.49","2006",""
"415976","390159","1","0.9","2011",""
"415976","59314","1","0.82","2012",""
"415976","33572","1","0.25","2008",""
"416019","736343","0","1","2015",""
"416019","731922","1","0.2","2015",""
"416019","670023","1","0.333","2015",""
"416019","650774","0","0.4","2015",""
"416019","644132","1","0.909","2015",""
"416019","636744","1","0.333","2013",""
"416019","632714","0","0.2","2015",""
"416019","448092","1","0","2015",""
"416019","260975","1","0.285","2014",""
"416019","37692","1","0.333","2014",""
"416019","12656","1","0","2015",""
"416111","727908","1","0.65","2004",""
"416111","628461","1","0.4","2004","2013"
"417370","110377","1","1","2013",""
"417370","50973","1","1","2010",""
"417459","651839","0","0.5","2015",""
"421904","697775","0","0.1","2013",""
"421904","684806","0","1","2015",""
"421904","663567","0","0.094","2015",""
"421904","662216","0","1","2015",""
"421904","640913","1","1","2015",""
"421904","630327","0","0.15","2014",""
"422185","24951","1","1","2015",""
"424146","21435","1","1","2005",""
"424916","699701","0","1","2012",""
"424916","668596","0","0.4","2015",""
"425333","711338","0","1","2015",""
"425333","704217","0","1","2010",""
"425333","698430","0","1","2009",""
"428411","721979","1","0.6","2013",""
"428411","646111","1","0.5","2014",""
"428578","739432","0","1","1997",""
"428578","736888","1","1","2002",""
"428578","735692","0","0.387","1996","2006"
"428578","734682","0","0.2","2005","2011"
"428578","733209","0","0.857","2006","2007"
"428578","697221","0","0.25","2007",""
"428578","672966","1","0.5","1994",""
"428578","650350","1","1","2009",""
"428578","649199","0","1","2009",""
"428578","623234","0","0.2","2002",""
"428578","368594","1","0.8","1998",""
"428578","76722","1","0.156","2002",""
"429960","675744","1","1","2015",""
"430621","684681","1","0.34","2010",""
"430757","720889","0","1","2011","2012"
"430757","658173","1","0.01","2013",""
"431932","666963","1","0.9","2003","2008"
"433999","733504","0","1","2014",""
"433999","722622","1","0.55","2015",""
"433999","704401","0","0.6","2001",""
"433999","686217","0","0.6","2015",""
"433999","631309","0","0.8","2013",""
"433999","339571","1","0.5","2015",""
"436182","480311","1","0.7","2015",""
"436182","287062","1","0.604","2000",""
"436182","249710","1","0.02","2014",""
"436182","65968","1","0.35","2014",""
"437507","695977","0","0.04","2005",""
"437507","689208","0","0.04","2005","2011"
"438539","334697","1","0.017","2006",""
"438915","731823","1","0.51","2014",""
"438915","723612","0","0.51","2014",""
"438915","676747","1","0.51","2014",""
"438915","665703","0","0.51","2015",""
"438915","215106","1","0.51","2014",""
"439349","710085","1","0.15","2015",""
"439482","719766","1","0.005","2010",""
"439482","698444","0","0.9","2014",""
"439482","149352","1","0.5","2013",""
"439698","640145","0","0.56","2003","2007"
"439698","54806","1","0.78","2013",""
"439882","706268","0","0.12","2002",""
"439882","702485","0","1","1997","2001"
"439882","701731","0","0.3","1995","2000"
"439882","648437","0","0.55","1999","2009"
"439882","640001","0","0.2","1999",""
"439882","639133","1","0.4","2007",""
"439882","271976","1","0.3","1998",""
"440585","680012","1","0.025","2015",""
"440691","629988","0","0.5","2007","2009"
"441893","695846","1","0.965","2014",""
"442394","699182","1","0.5","2009",""
"442825","128157","1","0.333","1999",""
"445064","739274","0","0.2","2014",""
"445064","644519","0","0.2","2015",""
"447417","714350","0","0.8","2003",""
"447417","712654","0","0.4","1992",""
"447417","710100","0","1","2013",""
"447417","702118","0","0.11","2009",""
"447417","695091","0","1","2002",""
"447417","692041","0","1","2014",""
"447417","665043","0","1","2013",""
"447417","655361","0","0.622","2013",""
"447417","642218","1","1","2013",""
"447417","245132","1","1","1999",""
"447417","244849","1","0.195","2009",""
"447417","170086","1","0.48","2013",""
"448149","737921","0","0.774","1993",""
"448149","721599","0","0.998","2007",""
"448149","686379","0","0.8","2011",""
"450218","680013","1","0.2","2012",""
"451652","736851","1","1","2000",""
"451777","665646","0","0.9","2014",""
"451777","653023","0","0.7","2012",""
"453441","186136","1","0.207","2015",""
"453506","738837","0","0.1","2014",""
"453506","730444","0","0.1","2014",""
"453506","697415","1","0.05","2014",""
"453506","687335","0","0.1","2014",""
"453506","636815","0","0.1","2014",""
"453506","213019","1","0.25","2013",""
"453506","12683","1","0.1","2014",""
"453591","698986","1","1","2003","2009"
"453605","659588","1","0.3","2006",""
"453663","111660","1","1","2006",""
"453889","645069","0","0.95","2014",""
"454881","715024","0","0","2010",""
"454881","710816","1","0.51","2009","2015"
"454881","696109","1","1","2010","2014"
"454881","694659","1","1","2001",""
"454881","686514","1","1","1998",""
"454881","660341","1","0","2009","2013"
"454881","629933","1","0.854","1998",""
"454881","520451","1","0.5","2003",""
"454881","382676","1","1","1998",""
"454923","661060","0","1","2009",""
"455948","288041","1","0.5","2015",""
"456335","456187","1","0.375","2014",""
"457314","663046","0","0.92","2014",""
"458137","738213","0","0.2","2009",""
"458469","734720","1","1","2004",""
"458469","722014","1","0.3","2008",""
"458469","674013","1","0.4","2004","2009"
"458469","627726","1","0.79","1999","2006"
"458880","660475","1","1","1996",""
"460434","146214","1","0.17","2009",""
"460434","114298","1","0.4","2009",""
"460661","698852","1","0.167","2014",""
"460945","729327","0","0.1","2011",""
"460945","719545","0","0.49","2011",""
"460945","694123","0","0.4","2001",""
"460945","684264","0","0.125","2001","2002"
"460945","676042","0","0.51","2001","2006"
"460945","672410","0","0.51","2013",""
"460945","650915","0","1","2012",""
"460945","647379","0","0.348","2003",""
"460945","639558","0","0.5","2015",""
"460945","637778","0","0.8","2005",""
"462140","695038","1","0.4","2005","2011"
"462434","633854","1","0.4","2003","2008"
"463974","703354","0","0.15","2013",""
"463974","669749","0","0.3","2015",""
"463974","640246","0","1","2014",""
"464605","647131","0","0.1","2014",""
"464605","638566","0","0.4","2015",""
"464605","627702","1","0.4","2014",""
"464888","699490","0","0.5","2012",""
"464888","652891","0","0.6","2012",""
"464888","383417","1","0.7","2012",""
"465497","694179","0","0.2","2005",""
"467761","706178","0","0.2","2014",""
"468015","723494","0","1","2006","2008"
"468187","732186","0","0.51","2013",""
"468187","663677","1","0.049","2014",""
"469071","405716","1","0.233","2004",""
"470033","327658","1","0.25","2005",""
"470037","688121","0","0.09","2011",""
"470861","714755","1","1","2000",""
"471299","654872","1","1","2006",""
"471299","633724","1","0.5","1996",""
"472977","650560","0","0.1","2014",""
"473680","674683","0","0.99","2014",""
"475294","722316","0","1","2014",""
"475294","709875","0","1","2012",""
"475294","704370","1","1","2003",""
"475294","673445","0","1","1986",""
"475294","647066","0","1","1997",""
"475294","631588","0","0.64","1993",""
"475294","629902","0","1","2012",""
"475294","205414","1","1","2004",""
"475532","624337","0","1","2011",""
"476373","687146","0","0.98","2015",""
"477382","730651","1","0.208","1997",""
"477382","713337","0","0.697","1998",""
"477382","703282","1","0.21","1997",""
"477382","695703","1","0.237","2008",""
"477382","684240","1","0.21","2003",""
"477382","682491","1","0.206","2000",""
"477382","653372","0","0.333","2002",""
"477382","652357","1","0.216","1999",""
"477382","651417","0","0.21","2002",""
"477382","624535","0","0.5","2002",""
"477382","420527","1","0.204","2010",""
"477382","381553","1","0.2","2003",""
"477382","287806","1","0.222","2001",""
"477382","93487","1","0.2","2000",""
"477454","675256","1","0.1","2007",""
"477454","445938","1","0.3","2009",""
"477454","185342","1","0.5","2002",""
